time,r4i1p1f1,r8i1p1f1,r7i1p1f1,r9i1p1f1,r3i1p1f1,r5i1p1f1,r6i1p1f1,r1i1p1f1,r2i1p1f1
1987-09-16 00:00:00,0.122177124,0.10345253,0.11796299,0.11066066,0.11187509,0.11050834,0.11749557,0.11875004,0.1219014
1987-10-16 12:00:00,0.13120893,0.13080493,0.13733724,0.1323498,0.13447824,0.13279134,0.13291143,0.14177354,0.13894813
1987-11-16 00:00:00,0.14148644,0.12759715,0.14223427,0.14176062,0.14735466,0.14524803,0.16169979,0.14782004,0.13769542
1987-12-16 12:00:00,0.15258703,0.124920696,0.14795022,0.14420356,0.13721094,0.14179105,0.15154077,0.14328644,0.12967342
1988-01-16 12:00:00,0.14631686,0.14179528,0.11973142,0.14645326,0.14684239,0.14354591,0.14548385,0.15062815,0.13570873
1988-02-15 12:00:00,0.120796725,0.13153279,0.11976344,0.14936267,0.1245021,0.1352278,0.12878375,0.14485326,0.12835087
1988-03-16 12:00:00,0.12763606,0.13061728,0.1281548,0.13367678,0.11973157,0.11957343,0.14193809,0.11777,0.121144414
1988-04-16 00:00:00,0.12648764,0.1172635,0.11331656,0.12634155,0.12650988,0.11014029,0.14071125,0.114518054,0.13335149
1988-05-16 12:00:00,0.10707545,0.09645176,0.106858805,0.10550212,0.10960939,0.10305955,0.107982345,0.10770958,0.10786441
1988-06-16 00:00:00,0.09466981,0.09703633,0.09214053,0.094144985,0.101305194,0.09976825,0.099313006,0.10270055,0.09657071
1988-07-16 12:00:00,0.10330266,0.102419436,0.10197071,0.098102406,0.114449866,0.09336519,0.08819027,0.102518246,0.096063495
1988-08-16 12:00:00,0.09969623,0.11555726,0.10487922,0.103907995,0.10963431,0.10575559,0.11096505,0.1097139,0.09561023
1988-09-16 00:00:00,0.10958694,0.11129995,0.12303441,0.10904573,0.10389518,0.109987915,0.11929592,0.11855959,0.106114805
1988-10-16 12:00:00,0.13794176,0.16038749,0.14537685,0.14270596,0.14593612,0.13517933,0.13388875,0.13556339,0.1382293
1988-11-16 00:00:00,0.14303085,0.13970429,0.14162254,0.131582,0.15317301,0.14300872,0.13484374,0.14238133,0.14396757
1988-12-16 12:00:00,0.1595109,0.14467235,0.14070603,0.14077908,0.15027417,0.14279822,0.14328039,0.14612629,0.14975558
1989-01-16 12:00:00,0.13676596,0.13409483,0.1411849,0.15050597,0.13709168,0.13713002,0.14616837,0.1388495,0.14121361
1989-02-15 00:00:00,0.14670886,0.13915558,0.1376497,0.14770408,0.12553664,0.13741577,0.13591455,0.15342791,0.12910254
